pcd,lat,long
SW113AR,51.474353,-0.166042
SW113AS,51.475255,-0.166755
SW113AT,51.477042,-0.168353
SW113AU,51.478204,-0.169535
SW113AW,51.476436,-0.168666
SW113AX,51.47845,-0.169795
SW113AY,51.47232,-0.177513
SW113AZ,51.474492,-0.173193
SW113BA,51.479063,-0.170379
SW113BB,51.468402,-0.179987
SW113BD,51.46894,-0.179279
SW113BE,51.469469,-0.178635
SW113BF,51.470911,-0.170154
SW113BG,51.480205,-0.171035
SW113BH,51.469989,-0.170944
SW113BJ,51.471176,-0.168703
SW113BL,51.471568,-0.167334
SW113BN,51.471768,-0.166265
SW113BP,51.472135,-0.166188
SW113BQ,51.478733,-0.170633
SW113BS,51.471854,-0.167236
SW113BT,51.471711,-0.167876
SW113BU,51.471489,-0.16859
SW113BW,51.471929,-0.165707
SW113BX,51.471264,-0.169189
SW113BY,51.470598,-0.170804
SW113BZ,51.479919,-0.171176
SW113DA,51.479919,-0.171176
SW113DB,51.473271,-0.172723
SW113DD,51.474609,-0.172612
SW113DE,51.473259,-0.167929
SW113DF,51.473129,-0.168827
SW113DG,51.473083,-0.168771
SW113DH,51.472921,-0.171614
SW113DJ,51.473166,-0.170049
SW113DL,51.473736,-0.167363
SW113DN,51.474128,-0.168873
SW113DP,51.473802,-0.170485
SW113DQ,51.474734,-0.171959
SW113DR,51.473626,-0.171201
SW113DS,51.473399,-0.172301
SW113DT,51.473599,-0.173013
SW113DU,51.473189,-0.172683
SW113DW,51.47395,-0.169586
SW113DX,51.472803,-0.172713
SW113DY,51.472504,-0.172552
SW113DZ,51.472159,-0.17235
SW113EA,51.471749,-0.172611
SW113EB,51.473616,-0.172926
SW113ED,51.473261,-0.173271
SW113EE,51.474687,-0.17522
SW113EF,51.473627,-0.171302
SW113EG,51.472558,-0.16741
SW113EH,51.4723,-0.166412
SW113EJ,51.472762,-0.16661
SW113EL,51.472598,-0.167653
SW113EN,51.472451,-0.168048
SW113EP,51.472328,-0.168733
SW113EQ,51.472514,-0.166879
SW113ER,51.472188,-0.168955
SW113ES,51.473348,-0.166745
SW113ET,51.473195,-0.167269
SW113EU,51.471749,-0.172611
SW113EW,51.472428,-0.168308
SW113EX,51.477131,-0.169415
SW113EY,51.471376,-0.170035
SW113EZ,51.471376,-0.170035
SW113FA,51.466446,-0.181941
SW113FB,51.464566,-0.164692
SW113FD,51.464566,-0.164692
SW113FE,51.473261,-0.173271
SW113FF,51.473342,-0.173282
SW113FG,51.464566,-0.164692
SW113FH,51.473342,-0.173282
SW113FJ,51.464566,-0.164692
SW113FL,51.464566,-0.164692
SW113FN,51.473342,-0.173282
SW113FP,51.464566,-0.164692
SW113FQ,51.471376,-0.170006
SW113FR,51.464566,-0.164692
SW113FS,51.464566,-0.164692
SW113FT,51.464566,-0.164692
SW113FU,51.472196,-0.177522
SW113FW,51.464566,-0.164692
SW113FX,51.464566,-0.164692
SW113FY,51.471376,-0.170035
SW113FZ,51.464566,-0.164692
SW113GA,51.471376,-0.170006
SW113GB,51.464566,-0.164692
SW113GD,51.464566,-0.164692
SW113GE,51.464566,-0.164692
SW113GF,51.464566,-0.164692
SW113GG,51.464566,-0.164692
SW113GH,51.464566,-0.164692
SW113GJ,51.471429,-0.174554
SW113GL,51.471511,-0.175198
SW113GN,51.472196,-0.177522
SW113GP,51.472196,-0.177522
SW113GQ,51.465387,-0.180903
SW113GR,51.468666,-0.178368
SW113GS,51.468666,-0.178368
SW113GT,51.468665,-0.17834
SW113GU,51.468674,-0.178354
SW113GW,51.468748,-0.17911
SW113GX,51.468748,-0.17911
SW113GY,51.468901,-0.179679
SW113GZ,51.469269,-0.179074
SW113HA,51.471682,-0.175757
SW113HB,51.471859,-0.171009
SW113HD,51.471932,-0.171625
SW113HE,51.470609,-0.171591
SW113HF,51.47261,-0.171295
SW113HG,51.472615,-0.17105
SW113HH,51.472939,-0.169914
SW113HJ,51.473163,-0.174484
SW113HL,51.470994,-0.170871
SW113HN,51.471166,-0.172088
SW113HP,51.472449,-0.173649
SW113HQ,51.472939,-0.169914
SW113HR,51.471443,-0.174323
SW113HS,51.47283,-0.173206
SW113HT,51.472982,-0.173844
SW113HU,51.473261,-0.173285
SW113HW,51.470891,-0.172329
SW113HX,51.473567,-0.173864
SW113HY,51.47203,-0.173306
SW113HZ,51.474138,-0.173567
SW113JA,51.474575,-0.173924
SW113JB,51.47433,-0.174308
SW113JD,51.47506,-0.175618
SW113JE,51.47506,-0.175618
SW113JF,51.474576,-0.174514
SW113JG,51.475158,-0.173829
SW113JH,51.475087,-0.173889
SW113JJ,51.471234,-0.173006
SW113JL,51.47549,-0.171425
SW113JN,51.47549,-0.171425
SW113JP,51.475053,-0.172868
SW113JQ,51.474785,-0.17343
SW113JR,51.470378,-0.172335
SW113JS,51.470618,-0.172056
SW113JT,51.471363,-0.173764
SW113JU,51.471391,-0.17385
SW113JW,51.47129,-0.173134
SW113JX,51.473271,-0.172723
SW113JY,51.474184,-0.177093
SW113JZ,51.474139,-0.174215
SW113LA,51.472633,-0.175082
SW113LB,51.464566,-0.164692
SW113LD,51.474315,-0.176156
SW113LE,51.473787,-0.175745
SW113LF,51.473635,-0.176453
SW113LG,51.473635,-0.176453
SW113LH,51.472951,-0.175314
SW113LJ,51.472951,-0.175314
SW113LL,51.472664,-0.174735
SW113LN,51.473456,-0.174804
SW113LP,51.472681,-0.174129
SW113LQ,51.473607,-0.175849
SW113LR,51.472251,-0.174218
SW113LS,51.474939,-0.175882
SW113LT,51.464566,-0.164692
SW113LU,51.475182,-0.176477
SW113LW,51.472919,-0.17434
SW113LX,51.475596,-0.175942
SW113LY,51.478294,-0.171903
SW113LZ,51.473616,-0.172926
SW113NA,51.47655,-0.175444
SW113NB,51.476858,-0.175547
SW113ND,51.475693,-0.175262
SW113NE,51.477071,-0.171923
SW113NF,51.477152,-0.173058
SW113NG,51.476885,-0.173846
SW113NH,51.476421,-0.1729
SW113NJ,51.4768,-0.172918
SW113NL,51.476103,-0.172697
SW113NN,51.476644,-0.172185
SW113NP,51.476012,-0.174385
SW113NQ,51.476463,-0.173849
SW113NR,51.47657,-0.174392
SW113NS,51.464566,-0.164692
SW113NT,51.473616,-0.172926
SW113NU,51.464566,-0.164692
SW113NW,51.476326,-0.172025
SW113NX,51.473594,-0.17153
SW113NY,51.473368,-0.172014
SW113NZ,51.474415,-0.171123
SW113PA,51.474668,-0.167728
SW113PB,51.474515,-0.172342
SW113PD,51.47517,-0.174548
SW113PE,51.478019,-0.170993
SW113PF,51.475276,-0.174429
SW113PG,51.470501,-0.176736
SW113PH,51.475876,-0.173123
SW113PJ,51.475956,-0.173682
SW113PL,51.476888,-0.170534
SW113PN,51.475015,-0.170311
SW113PP,51.475326,-0.168422
SW113PQ,51.475038,-0.174179
SW113PR,51.475133,-0.168747
SW113PS,51.475133,-0.168747
SW113PT,51.475916,-0.168816
SW113PU,51.477096,-0.170065
SW113PW,51.47754,-0.170853
SW113PX,51.469776,-0.172345
SW113PY,51.469714,-0.174684
SW113PZ,51.478252,-0.168665
SW113QA,51.470166,-0.173068
SW113QB,51.469623,-0.172956
SW113QD,51.469763,-0.176107
SW113QE,51.469623,-0.172956
SW113QF,51.469691,-0.177272
SW113QG,51.470131,-0.176049
SW113QH,51.471027,-0.175318
SW113QJ,51.47018,-0.173495
SW113QL,51.464566,-0.164692
SW113QN,51.466118,-0.178854
SW113QP,51.465801,-0.17927
SW113QQ,51.471027,-0.175318
SW113QR,51.465484,-0.179715
SW113QS,51.464972,-0.180311
SW113QT,51.464727,-0.180781
SW113QU,51.463712,-0.182578
SW113QW,51.466102,-0.178956
SW113QX,51.463679,-0.182767
SW113QY,51.463685,-0.182593
SW113QZ,51.464566,-0.164692
SW113RA,51.474783,-0.175029
SW113RB,51.471801,-0.177596
SW113RD,51.467659,-0.178462
SW113RE,51.469949,-0.178875
SW113RF,51.470323,-0.177957
SW113RG,51.464566,-0.164692
SW113RH,51.471944,-0.176434
SW113RJ,51.471397,-0.177737
SW113RL,51.470465,-0.17619
SW113RN,51.457018,-0.162721
SW113RP,51.470108,-0.17857
SW113RQ,51.4729,-0.177231
SW113RR,51.471397,-0.177737
SW113RS,51.467437,-0.179248
SW113RT,51.471397,-0.177737
SW113RU,51.471021,-0.177853
SW113RW,51.471227,-0.176621
SW113RX,51.470125,-0.176813
SW113RY,51.470323,-0.177957
SW113RZ,51.474921,-0.175897
SW113SA,51.466553,-0.179604
SW113SB,51.465242,-0.180329
SW113SD,51.465381,-0.180544
SW113SE,51.465637,-0.181465
SW113SF,51.465045,-0.18156
SW113SG,51.464365,-0.181803
SW113SH,51.464566,-0.164692
SW113SJ,51.464843,-0.181309
SW113SL,51.470371,-0.175359
SW113SN,51.470608,-0.17499
SW113SP,51.470754,-0.173947
SW113SQ,51.464566,-0.164692
SW113SR,51.47018,-0.174632
SW113SS,51.46903,-0.178191
SW113ST,51.464566,-0.164692
SW113SU,51.469391,-0.177576
SW113SW,51.470642,-0.174254
SW113SX,51.465899,-0.180912
SW113SY,51.464566,-0.164692
SW113SZ,51.473616,-0.172926
SW113TA,51.475382,-0.170292
SW113TB,51.475382,-0.170292
SW113TD,51.476213,-0.169395
SW113TE,51.476213,-0.169395
SW113TF,51.47571,-0.170019
SW113TG,51.476712,-0.16899
SW113TH,51.476336,-0.17093
SW113TJ,51.476336,-0.17093
SW113TL,51.475581,-0.172689
SW113TN,51.467062,-0.181164
SW113TP,51.479404,-0.17219
SW113TQ,51.475974,-0.170758
SW113TR,51.478693,-0.173846
SW113TS,51.478089,-0.173798
SW113TT,51.478975,-0.173503
SW113TU,51.466418,-0.180815
SW113TW,51.467099,-0.180644
SW113TX,51.467285,-0.179859
SW113TY,51.466733,-0.180241
SW113TZ,51.466971,-0.179943
SW113UA,51.475275,-0.172096
SW113UB,51.466815,-0.181476
SW113UD,51.464566,-0.164692
SW113UE,51.466171,-0.181703
SW113UF,51.466582,-0.180924
SW113UG,51.467416,-0.180199
SW113UH,51.464566,-0.164692
SW113UJ,51.465863,-0.182133
SW113UL,51.465479,-0.182786
SW113UN,51.474746,-0.176768
SW113UP,51.464566,-0.164692
SW113UQ,51.464566,-0.164692
SW113UR,51.464566,-0.164692
SW113US,51.464566,-0.164692
SW113UT,51.464566,-0.164692
SW113UU,51.464566,-0.164692
SW113UW,51.471857,-0.176571
SW113UX,51.467134,-0.180599
SW113UY,51.466058,-0.182485
SW113UZ,51.465689,-0.183075
SW113WA,51.464566,-0.164692
SW113WB,51.464566,-0.164692
SW113WD,51.464566,-0.164692
SW113WE,51.464566,-0.164692
SW113WF,51.464566,-0.164692
SW113WG,51.464566,-0.164692
SW113WH,51.464566,-0.164692
SW113WJ,51.46448,-0.164296
SW113WL,51.464566,-0.164692
SW113WN,51.464566,-0.164692
SW113WP,51.464566,-0.164692
SW113WQ,51.464566,-0.164692
SW113WR,51.464566,-0.164692
SW113WS,51.464566,-0.164692
SW113WT,51.464566,-0.164692
SW113WU,51.464566,-0.164692
SW113WW,51.464566,-0.164692
SW113WX,51.464566,-0.164692
SW113WY,51.464566,-0.164692
SW113WZ,51.464566,-0.164692
SW113XA,51.464566,-0.164692
SW113XB,51.464566,-0.164692
SW113XD,51.464566,-0.164692
SW113XE,51.464566,-0.164692
SW113XF,51.464566,-0.164692
SW113XG,51.473342,-0.173282
SW113XH,51.464566,-0.164692
SW113XJ,51.464566,-0.164692
SW113XL,51.464566,-0.164692
SW113XN,51.464566,-0.164692
SW113XP,51.464566,-0.164692
SW113XQ,51.473271,-0.172723
SW113XR,51.464566,-0.164692
SW113XS,51.464566,-0.164692
SW113XT,51.464566,-0.164692
SW113XU,51.464566,-0.164692
SW113XW,51.464566,-0.164692
SW113XY,51.473261,-0.173271
SW113XZ,51.464566,-0.164692
SW113YA,51.464566,-0.164692
SW113YB,51.464566,-0.164692
SW113YD,51.464566,-0.164692
SW113YE,51.464566,-0.164692
SW113YF,51.464566,-0.164692
SW113YG,51.464566,-0.164692
SW113YH,51.466922,-0.180838
SW113YJ,51.476712,-0.174861
SW113YL,51.4772,-0.175014
SW113YP,51.464566,-0.164692
SW113YQ,51.471062,-0.174683
SW113YR,51.468083,-0.180288
SW113YS,51.46818,-0.179579
SW113YT,51.464566,-0.164692
SW113YU,51.464566,-0.164692
SW113YW,51.467748,-0.179596
SW113YX,51.464566,-0.164692
SW113ZA,51.464566,-0.164692
SW113ZB,51.464566,-0.164692
SW113ZD,51.464566,-0.164692
SW113ZE,51.464566,-0.164692
SW113ZF,51.464566,-0.164692
SW113ZG,51.464566,-0.164692
SW113ZH,51.464566,-0.164692
SW113ZJ,51.464566,-0.164692
SW113ZL,51.464566,-0.164692
SW113ZN,51.464566,-0.164692
SW113ZP,51.464566,-0.164692
SW113ZQ,51.464566,-0.164692
SW113ZR,51.464566,-0.164692
SW113ZS,51.464566,-0.164692
SW113ZT,51.464566,-0.164692
SW113ZU,51.473616,-0.172926
SW113ZW,51.464566,-0.164692
SW114AA,51.476487,-0.166791
SW114AB,51.476927,-0.166126
SW114AD,51.476927,-0.166126
SW114AE,51.476992,-0.166858
SW114AF,51.476963,-0.167276
SW114AG,51.477189,-0.167354
SW114AH,51.477451,-0.168582
SW114AJ,51.480127,-0.16954
SW114AL,51.479902,-0.170658
SW114AN,51.479629,-0.169863
SW114AP,51.480127,-0.16954
SW114AQ,51.476648,-0.167865
SW114AR,51.480127,-0.16954
SW114AS,51.478952,-0.169126
SW114AT,51.47947,-0.169509
SW114AU,51.47946,-0.169312
SW114AW,51.480127,-0.16954
SW114AX,51.480127,-0.16954
SW114AY,51.479378,-0.170439
SW114AZ,51.479464,-0.169682
SW114BA,51.476232,-0.160826
SW114BB,51.47735,-0.149606
SW114BD,51.47737,-0.149594
SW114BE,51.478004,-0.14945
SW114BG,51.477166,-0.149872
SW114BH,51.476859,-0.150936
SW114BJ,51.476624,-0.151406
SW114BL,51.476443,-0.151932
SW114BN,51.476194,-0.152677
SW114BP,51.476013,-0.153202
SW114BQ,51.476994,-0.150369
SW114BS,51.477378,-0.149619
SW114BT,51.472228,-0.164126
SW114BU,51.477497,-0.149211
SW114BW,51.47609,-0.152911
SW114BX,51.476232,-0.160826
SW114BY,51.478284,-0.148949
SW114BZ,51.464566,-0.164692
SW114DA,51.475746,-0.151672
SW114DB,51.476599,-0.149838
SW114DD,51.476359,-0.150582
SW114DE,51.476872,-0.148948
SW114DF,51.47557,-0.153019
SW114DG,51.476905,-0.14984
SW114DH,51.476448,-0.151125
SW114DJ,51.476251,-0.151709
SW114DL,51.475937,-0.153493
SW114DN,51.475851,-0.153756
SW114DP,51.47718,-0.14908
SW114DQ,51.476681,-0.150468
SW114DR,51.464566,-0.164692
SW114DS,51.477718,-0.165508
SW114DT,51.477718,-0.165508
SW114DU,51.474768,-0.158091
SW114DW,51.476232,-0.16084
SW114DX,51.474466,-0.157729
SW114DY,51.473892,-0.158385
SW114DZ,51.47493,-0.15578
SW114EA,51.475122,-0.154865
SW114EB,51.475402,-0.154844
SW114ED,51.475728,-0.154524
SW114EE,51.475661,-0.154786
SW114EF,51.475484,-0.155542
SW114EG,51.475434,-0.155803
SW114EH,51.479445,-0.169558
SW114EJ,51.479445,-0.169558
SW114EL,51.47479,-0.158349
SW114EN,51.473738,-0.161171
SW114EP,51.474173,-0.160783
SW114EQ,51.474768,-0.15691
SW114ER,51.474309,-0.160313
SW114ES,51.474274,-0.159234
SW114ET,51.474476,-0.160061
SW114EU,51.474683,-0.159423
SW114EW,51.47382,-0.161815
SW114EX,51.474855,-0.159023
SW114EY,51.475057,-0.158122
SW114EZ,51.475145,-0.157442
SW114FA,51.478524,-0.14638
SW114FB,51.476232,-0.160826
SW114FD,51.476232,-0.16084
SW114FE,51.479378,-0.16993
SW114FF,51.464566,-0.164692
SW114FG,51.464566,-0.164692
SW114FH,51.464566,-0.164692
SW114FJ,51.464566,-0.164692
SW114FL,51.464566,-0.164692
SW114FN,51.474457,-0.156606
SW114FR,51.475344,-0.153532
SW114FX,51.475345,-0.153507
SW114GA,51.474728,-0.156613
SW114HA,51.475212,-0.157123
SW114HB,51.474878,-0.159915
SW114HG,51.474544,-0.162737
SW114HH,51.474109,-0.162466
SW114HJ,51.474534,-0.162075
SW114HL,51.474556,-0.16166
SW114HN,51.474275,-0.16161
SW114HP,51.474669,-0.160932
SW114HQ,51.47454,-0.162943
SW114HR,51.474658,-0.160198
SW114HS,51.474836,-0.161227
SW114HT,51.476232,-0.16084
SW114HW,51.474564,-0.161109
SW114HY,51.476262,-0.149031
SW114HZ,51.47651,-0.14879
SW114JA,51.47649,-0.149223
SW114JB,51.475576,-0.151118
SW114JD,51.475576,-0.151118
SW114JE,51.476175,-0.149715
SW114JF,51.474677,-0.151154
SW114JG,51.476232,-0.16084
SW114JH,51.478749,-0.167061
SW114JP,51.475583,-0.151031
SW114JR,51.475559,-0.152889
SW114JS,51.4747,-0.152593
SW114JW,51.476035,-0.151128
SW114LA,51.4756,-0.149777
SW114LB,51.475733,-0.149095
SW114LD,51.47527,-0.149373
SW114LE,51.47527,-0.149373
SW114LF,51.474744,-0.151943
SW114LG,51.47531,-0.150811
SW114LH,51.473491,-0.157466
SW114LJ,51.47525,-0.152672
SW114LL,51.478219,-0.169347
SW114LN,51.472556,-0.164333
SW114LP,51.475649,-0.152339
SW114LQ,51.475429,-0.152045
SW114LR,51.472494,-0.16328
SW114LS,51.474089,-0.156649
SW114LT,51.474193,-0.155839
SW114LU,51.474155,-0.155038
SW114LW,51.472106,-0.164951
SW114LX,51.474246,-0.153475
SW114LY,51.474687,-0.155117
SW114LZ,51.474915,-0.15424
SW114NA,51.479465,-0.167464
SW114NB,51.474335,-0.15732
SW114ND,51.473674,-0.16054
SW114NE,51.47468,-0.152493
SW114NF,51.474387,-0.154449
SW114NG,51.472849,-0.163021
SW114NH,51.472225,-0.1645
SW114NJ,51.476232,-0.160826
SW114NL,51.478552,-0.169445
SW114NN,51.478243,-0.16868
SW114NP,51.479081,-0.168132
SW114NQ,51.480066,-0.167354
SW114NR,51.478252,-0.168665
SW114NS,51.478543,-0.168279
SW114NT,51.478821,-0.167116
SW114NU,51.479475,-0.166369
SW114NW,51.47867,-0.16777
SW114NX,51.479961,-0.166969
SW114NY,51.474547,-0.156573
SW114NZ,51.480132,-0.166415
SW114PA,51.480552,-0.166211
SW114PB,51.480318,-0.166768
SW114PD,51.480923,-0.166945
SW114PE,51.480474,-0.16643
SW114PF,51.48002,-0.166103
SW114PG,51.478356,-0.16555
SW114PH,51.478037,-0.16526
SW114PJ,51.479267,-0.16573
SW114PL,51.480924,-0.166398
SW114PN,51.479442,-0.168243
SW114PP,51.46448,-0.164321
SW114PQ,51.478854,-0.165746
SW114PR,51.473034,-0.164468
SW114PS,51.473342,-0.164628
SW114PT,51.472794,-0.164089
SW114PU,51.47357,-0.163654
SW114PW,51.479442,-0.168243
SW114PX,51.473538,-0.163339
SW114PY,51.474078,-0.162702
SW114PZ,51.47521,-0.163329
SW114QA,51.475964,-0.164311
SW114QB,51.476544,-0.164644
SW114QD,51.476496,-0.164967
SW114QE,51.476897,-0.164763
SW114QF,51.477972,-0.165681
SW114QG,51.477901,-0.165194
SW114QH,51.476701,-0.165473
SW114QL,51.464566,-0.164692
SW114QN,51.475543,-0.165087
SW114QP,51.475482,-0.165781
SW114QR,51.475636,-0.166379
SW114QS,51.476016,-0.167113
SW114QT,51.476001,-0.166192
SW114QU,51.4764,-0.165816
SW114QW,51.475718,-0.164749
SW114QX,51.476517,-0.165221
SW114QY,51.477019,-0.165114
SW114QZ,51.477754,-0.165545
SW114RA,51.477827,-0.166176
SW114RB,51.478499,-0.166063
SW114RD,51.478435,-0.166541
SW114RE,51.478394,-0.166816
SW114RF,51.478239,-0.16724
SW114RG,51.478094,-0.167721
SW114RH,51.477386,-0.167908
SW114RJ,51.477584,-0.166748
SW114RL,51.477644,-0.168315
SW114RP,51.478301,-0.168332
SW114RQ,51.477767,-0.168108
SW114RR,51.473454,-0.164912
SW114RS,51.474133,-0.164049
SW114RT,51.474336,-0.164372
SW114RU,51.473967,-0.164905
SW114RW,51.476232,-0.16084
SW114RX,51.473606,-0.165381
SW114RY,51.474028,-0.165281
SW114RZ,51.474328,-0.165568
SW114SA,51.474629,-0.165858
SW114SB,51.475034,-0.165856
SW114SD,51.474995,-0.165095
SW114SE,51.474903,-0.165545
SW114SF,51.474538,-0.164594
SW114SG,51.474004,-0.165581
SW114SH,51.475027,-0.164287
SW114SJ,51.475027,-0.164287
SW114SL,51.475027,-0.164287
SW114SN,51.475027,-0.164287
SW114SP,51.47981,-0.167638
SW114SQ,51.476232,-0.160826
SW114SR,51.48016,-0.168118
SW114SS,51.475766,-0.165539
SW114TA,51.474423,-0.164743
SW114TD,51.474004,-0.165581
SW114TT,51.47981,-0.167638
SW114UP,51.474414,-0.164772
SW114WA,51.476232,-0.160826
SW114WB,51.464566,-0.164692
SW114WD,51.464566,-0.164692
SW114WE,51.464566,-0.164692
SW114WF,51.46448,-0.164321
SW114WG,51.464566,-0.164692
SW114WH,51.464566,-0.164692
SW114WJ,51.464566,-0.164692
SW114WL,51.464566,-0.164692
SW114WN,51.464566,-0.164692
SW114WP,51.464566,-0.164692
SW114WQ,51.464566,-0.164692
SW114WR,51.464566,-0.164692
SW114WS,51.464566,-0.164692
SW114WT,51.464566,-0.164692
SW114WU,51.464566,-0.164692
SW114WW,51.464566,-0.164692
SW114WX,51.464566,-0.164692
SW114WY,51.464566,-0.164692
SW114WZ,51.464566,-0.164692
SW114XA,51.464566,-0.164692
SW114XB,51.464566,-0.164692
SW114XD,51.464566,-0.164692
SW114XE,51.476232,-0.160826
SW114XF,51.464566,-0.164692
SW114XG,51.464566,-0.164692
SW114XH,51.464566,-0.164692
SW114XJ,51.474004,-0.165581
SW114XL,51.476232,-0.160826
SW114XN,51.474004,-0.165581
SW114XP,51.464566,-0.164692
SW114XQ,51.464566,-0.164692
SW114XR,51.464566,-0.164692
SW114XS,51.464566,-0.164692
SW114XT,51.464566,-0.164692
SW114XU,51.464566,-0.164692
SW114XW,51.474297,-0.158441
SW114XY,51.464566,-0.164692
SW114XZ,51.464566,-0.164692
SW114YA,51.474391,-0.158668
SW114YB,51.464566,-0.164692
SW114YD,51.464566,-0.164692
SW114YE,51.464566,-0.164692
SW114YF,51.464566,-0.164692
SW114YG,51.464566,-0.164692
SW114YJ,51.464566,-0.164692
SW114YL,51.464566,-0.164692
SW114YP,51.474391,-0.158668
SW114YQ,51.474391,-0.158668
SW114YR,51.464566,-0.164692
SW114YS,51.464566,-0.164692
SW114YT,51.464566,-0.164692
SW114YU,51.464566,-0.164692
SW114YW,51.46448,-0.164321
SW114YX,51.464566,-0.164692
SW114YZ,51.46448,-0.164321
SW114ZA,51.474004,-0.165581
SW114ZB,51.476232,-0.160826
SW114ZD,51.476232,-0.160826
SW114ZE,51.464566,-0.164692
SW114ZF,51.476232,-0.16084
SW114ZG,51.464566,-0.164692
SW114ZH,51.476232,-0.16084
SW114ZJ,51.474004,-0.165581
SW114ZL,51.476232,-0.160826
SW114ZN,51.464566,-0.164692
SW114ZP,51.464566,-0.164692
SW114ZQ,51.476232,-0.160826
SW114ZR,51.474004,-0.165581
SW114ZS,51.464566,-0.164692
SW114ZT,51.476232,-0.160826
SW114ZU,51.464566,-0.164692
SW114ZW,51.464566,-0.164692
SW115AA,51.471702,-0.164377
SW115AB,51.47095,-0.16291
SW115AD,51.471392,-0.162388
SW115AE,51.471042,-0.161869
SW115AF,51.471068,-0.161235
SW115AG,51.47156,-0.1611
SW115AH,51.472278,-0.161575
SW115AJ,51.47149,-0.160066
SW115AL,51.471099,-0.160341
SW115AN,51.47155,-0.159848
SW115AP,51.473244,-0.15952
SW115AQ,51.471019,-0.160978
SW115AR,51.471375,-0.159034
SW115AS,51.471103,-0.159448
SW115AT,51.470922,-0.158793
SW115AU,51.472093,-0.159495
SW115AW,51.472064,-0.159985
SW115AX,51.471033,-0.158414
SW115AY,51.469949,-0.156935
SW115AZ,51.471681,-0.152787
SW115BA,51.471188,-0.153948
SW115BB,51.471788,-0.15955
SW115BD,51.472803,-0.160647
SW115BE,51.472639,-0.161632
SW115BF,51.473194,-0.16089
SW115BG,51.472874,-0.161148
SW115BH,51.469359,-0.162916
SW115BJ,51.469241,-0.162302
SW115BL,51.469973,-0.162464
SW115BN,51.469724,-0.1627
SW115BP,51.4706,-0.162391
SW115BQ,51.472874,-0.161148
SW115BS,51.47055,-0.161457
SW115BT,51.470503,-0.159631
SW115BU,51.470708,-0.15837
SW115BW,51.470813,-0.163333
SW115BX,51.471834,-0.156687
SW115BY,51.471367,-0.156255
SW115BZ,51.472317,-0.154878
SW115DA,51.472623,-0.155499
SW115DB,51.47312,-0.156185
SW115DD,51.472455,-0.156211
SW115DE,51.472029,-0.15774
SW115DF,51.472998,-0.161575
SW115DG,51.4728,-0.162173
SW115DH,51.472882,-0.159856
SW115DJ,51.471919,-0.158148
SW115DL,51.472131,-0.159104
SW115DN,51.472504,-0.158801
SW115DP,51.472419,-0.156832
SW115DQ,51.471173,-0.157055
SW115DR,51.472779,-0.157984
SW115DS,51.473169,-0.156442
SW115DT,51.473632,-0.156643
SW115DU,51.473323,-0.155932
SW115DW,51.472529,-0.158109
SW115DX,51.47297,-0.156983
SW115DZ,51.471386,-0.153418
SW115EA,51.464006,-0.158783
SW115EB,51.463927,-0.157736
SW115ED,51.462341,-0.157569
SW115EE,51.462476,-0.156974
SW115EF,51.463963,-0.157173
SW115EG,51.464934,-0.156025
SW115EH,51.468823,-0.153406
SW115EJ,51.462714,-0.155553
SW115EL,51.462633,-0.156118
SW115EN,51.464484,-0.156522
SW115EP,51.462746,-0.156362
SW115EQ,51.464528,-0.155969
SW115ER,51.466827,-0.155733
SW115ES,51.464566,-0.164692
SW115ET,51.466541,-0.154737
SW115EU,51.471869,-0.154406
SW115EW,51.462942,-0.156814
SW115EX,51.472902,-0.152666
SW115EY,51.464566,-0.164692
SW115EZ,51.474942,-0.147428
SW115FA,51.474654,-0.149715
SW115FB,51.474654,-0.149715
SW115FD,51.464566,-0.164692
SW115FE,51.464566,-0.164692
SW115FF,51.468652,-0.156307
SW115FG,51.464566,-0.164692
SW115FH,51.475056,-0.150635
SW115FJ,51.464566,-0.164692
SW115FL,51.468652,-0.156307
SW115FN,51.468652,-0.156307
SW115FP,51.468652,-0.156307
SW115FQ,51.464566,-0.164692
SW115FR,51.468652,-0.156307
SW115FS,51.468652,-0.156307
SW115FT,51.468652,-0.156307
SW115FU,51.465057,-0.156902
SW115FW,51.464566,-0.164692
SW115FX,51.464566,-0.164692
SW115FY,51.464566,-0.164692
SW115FZ,51.468652,-0.156307
SW115GA,51.464566,-0.164692
SW115GB,51.464566,-0.164692
SW115GD,51.464566,-0.164692
SW115GE,51.464566,-0.164692
SW115GF,51.464566,-0.164692
SW115GG,51.464566,-0.164692
SW115GH,51.464566,-0.164692
SW115GJ,51.464566,-0.164692
SW115GL,51.464566,-0.164692
SW115GN,51.464566,-0.164692
SW115GP,51.464566,-0.164692
SW115GQ,51.464566,-0.164692
SW115GR,51.464566,-0.164692
SW115GS,51.464566,-0.164692
SW115GT,51.464566,-0.164692
SW115GU,51.464566,-0.164692
SW115GX,51.471494,-0.163205
SW115GY,51.471841,-0.163536
SW115GZ,51.466032,-0.151982
SW115HA,51.47227,-0.154174
SW115HB,51.472497,-0.154338
SW115HD,51.47405,-0.152432
SW115HE,51.474483,-0.149693
SW115HF,51.475093,-0.150172
SW115HG,51.475093,-0.150172
SW115HH,51.474681,-0.149095
SW115HJ,51.474824,-0.151364
SW115HL,51.474007,-0.150864
SW115HN,51.474038,-0.153959
SW115HP,51.474338,-0.151873
SW115HQ,51.474231,-0.150207
